****Header****
date 01/15/25 03:00:40
****Body****

All possible value of one measure

Algorithm: SmartSweep_HL#1736329709
AlphaMC:	   0.0000
CalibAuthor: eng
CalibCheckAuthor: N/A
CalibValidity:	invalid
ClassBinID:	   1
ClassID:	N/A
ClassName:	TP540HG10-8000011182
Eff:	   0.2112
Emissivity:	   1.0000
FF:	   0.8019
Fcp:	   1.0270
FcsCC:	   1.0031
FcsMC:	   1.0013
Fcv:	   0.9998
FlashCountAtLastCalib:	1793620
FlashCountAtLastCalibCheck:	N/A
Gavg:	1000.5180
Gtgt:	1000.0000
InstID:	1736329709
InstName: New Sec Cal A8BC4CB
InstType: TP540HG10
InstComment: Silver
Ipmax:	  12.9293
Iref1:	  13.6107
Iref2:	N/A
Isc:	  13.6072
Ivrev1:	N/A
Ivrev2:	N/A
LTI:	   0.0013
LastCalibTime: 2025-01-14 17:38:01
LastCheckTime: N/A
MachStatus:	At Risk
MeasDate:	2025-01-15 03:00:40.208000
MeasStatus:	Ok
Mep: MepSmartSweep
Now: 2025-01-15 03:00:40.418000
Pmax:	 544.2875
Pref1:	   0.0000
Pref2:	N/A
RefDUTIsc:	  13.4160
RefDUTName: New Sec Cal A8BC4CB
RefDUTPmax:	 534.0300
RefDUTSnr:	A8BC4CB
RefDUTType:	Golden
RefDUTVoc:	  49.3210
RemFlashCountForCalib:	1797.0000
Rs:	   0.2672
Rsh:  524.4636
Snr: A8C7A01
SortingRcpID:	1697254895
SortingRcpName:	TP540 30MM-AIKO-Short cable white tedler(Non DCR)
TempDUT:	  26.3311
TempMC:	  24.4821
TempTgt:   25.0000
Transmissivity:	   1.0000
UserDisplayName: 
UserName: 
UserRole: ENGINEER
Voc:	  49.8803
Vpmax:	  42.0973
Vref1:	N/A
Vrev1:	N/A
Vrev2:	N/A
sessionId: a85f10ac-7230-4673-a2c1-44c8e2c59cc3

-----------------------

IV curve data :

TimeOffset,Vimp,Iraw,Vraw,Graw,Current,Voltage,Irradiance
0.0022,14.4655,13.5843,17.7095,1000.1648,13.5742,18.2801,1000.1648
0.0022,14.6165,13.5883,17.8573,1000.1063,13.5790,18.4312,1000.1063
0.0022,14.7675,13.5883,18.0157,1000.0478,13.5797,18.5928,1000.0478
0.0022,14.9185,13.5843,18.1530,1000.2234,13.5734,18.7333,1000.2234
0.0022,15.0695,13.5863,18.3219,1000.1648,13.5762,18.9058,1000.1648
0.0022,15.2205,13.5824,18.4698,1000.1063,13.5731,19.0563,1000.1063
0.0022,15.3715,13.5804,18.6176,1000.2234,13.5695,19.2076,1000.2234
0.0022,15.5225,13.5824,18.7866,1000.1648,13.5723,19.3801,1000.1648
0.0022,15.6735,13.5765,18.9344,1000.3989,13.5632,19.5315,1000.3989
0.0022,15.8245,13.5765,19.1034,1000.3989,13.5632,19.7040,1000.3989
0.0022,15.9756,13.5804,19.2301,1000.1648,13.5703,19.8329,1000.1648
0.0022,16.1266,13.5824,19.4096,1000.2234,13.5715,20.0167,1000.2234
0.0022,16.2776,13.5843,19.5680,1000.1648,13.5742,20.1784,1000.1648
0.0022,16.4286,13.5824,19.7053,1000.2819,13.5707,20.3189,1000.2819
0.0022,16.5796,13.5824,19.8531,1000.4574,13.5683,20.4705,1000.4574
0.0022,16.7285,13.5765,19.9904,1000.2234,13.5656,20.6094,1000.2234
0.0022,16.8771,13.5745,20.1805,1000.2819,13.5628,20.8036,1000.2819
0.0022,17.0258,13.5784,20.3283,1000.3404,13.5659,20.9551,1000.3404
0.0023,17.1744,13.5745,20.4656,1000.3404,13.5620,21.0950,1000.3404
0.0023,17.3231,13.5784,20.6240,1000.5159,13.5635,21.2577,1000.5159
0.0023,17.4717,13.5784,20.8035,1000.5744,13.5628,21.4413,1000.5744
0.0023,17.6204,13.5745,20.9091,1000.4574,13.5604,21.5484,1000.4574
0.0023,17.7690,13.5765,21.0675,1000.4574,13.5624,21.7104,1000.4574
