****Header****
date 01/15/25 03:18:51
****Body****

All possible value of one measure

Algorithm: SmartSweep_HL#1736329709
AlphaMC:	   0.0000
CalibAuthor: eng
CalibCheckAuthor: N/A
CalibValidity:	invalid
ClassBinID:	   1
ClassID:	N/A
ClassName:	TP540HG10-8000011182
Eff:	   0.2104
Emissivity:	   1.0000
FF:	   0.7974
Fcp:	   1.0270
FcsCC:	   1.0031
FcsMC:	   1.0013
Fcv:	   0.9998
FlashCountAtLastCalib:	1793620
FlashCountAtLastCalibCheck:	N/A
Gavg:	1000.4248
Gtgt:	1000.0000
InstID:	1736329709
InstName: New Sec Cal A8BC4CB
InstType: TP540HG10
InstComment: Silver
Ipmax:	  12.9216
Iref1:	  13.5863
Iref2:	N/A
Isc:	  13.5838
Ivrev1:	N/A
Ivrev2:	N/A
LTI:	   0.0011
LastCalibTime: 2025-01-14 17:38:01
LastCheckTime: N/A
MachStatus:	At Risk
MeasDate:	2025-01-15 03:18:51.070000
MeasStatus:	Ok
Mep: MepSmartSweep
Now: 2025-01-15 03:18:51.272000
Pmax:	 542.2248
Pref1:	   0.0000
Pref2:	N/A
RefDUTIsc:	  13.4160
RefDUTName: New Sec Cal A8BC4CB
RefDUTPmax:	 534.0300
RefDUTSnr:	A8BC4CB
RefDUTType:	Golden
RefDUTVoc:	  49.3210
RemFlashCountForCalib:	1774.0000
Rs:	   0.2827
Rsh:  614.8030
Snr: A8C7A0D
SortingRcpID:	1697254895
SortingRcpName:	TP540 30MM-AIKO-Short cable white tedler(Non DCR)
TempDUT:	  24.8138
TempMC:	  24.5715
TempTgt:   25.0000
Transmissivity:	   1.0000
UserDisplayName: 
UserName: 
UserRole: ENGINEER
Voc:	  50.0608
Vpmax:	  41.9627
Vref1:	N/A
Vrev1:	N/A
Vrev2:	N/A
sessionId: 3c280c8b-58d7-41c5-894f-31515369f18d

-----------------------

IV curve data :

TimeOffset,Vimp,Iraw,Vraw,Graw,Current,Voltage,Irradiance
0.0021,11.7473,13.5548,14.9005,1000.3404,13.5513,15.1892,1000.3404
0.0021,11.8983,13.5568,15.0378,1000.3404,13.5533,15.3296,1000.3404
0.0021,12.0493,13.5548,15.2068,1000.3404,13.5513,15.5020,1000.3404
0.0021,12.2003,13.5588,15.3652,1000.4574,13.5537,15.6645,1000.4574
0.0021,12.3513,13.5568,15.5236,1000.3404,13.5533,15.8257,1000.3404
0.0021,12.5023,13.5529,15.6820,1000.3404,13.5493,15.9871,1000.3404
0.0021,12.6533,13.5548,15.8298,1000.3404,13.5513,16.1383,1000.3404
0.0021,12.8044,13.5529,15.9671,1000.2819,13.5501,16.2781,1000.2819
0.0021,12.9554,13.5548,16.1360,1000.2819,13.5521,16.4508,1000.2819
0.0021,13.1064,13.5607,16.2839,1000.3989,13.5564,16.6027,1000.3989
0.0021,13.2574,13.5548,16.4528,1000.2234,13.5529,16.7741,1000.2234
0.0021,13.4084,13.5509,16.6112,1000.1648,13.5498,16.9353,1000.1648
0.0021,13.5594,13.5529,16.7802,1000.2234,13.5509,17.1083,1000.2234
0.0021,13.7104,13.5529,16.9280,1000.2234,13.5509,17.2592,1000.2234
0.0021,13.8614,13.5588,17.0759,1000.2819,13.5560,17.4109,1000.2819
0.0022,14.0124,13.5548,17.2448,1000.1648,13.5537,17.5827,1000.1648
0.0022,14.1634,13.5529,17.4032,1000.1063,13.5525,17.7441,1000.1063
0.0022,14.3144,13.5568,17.5405,1000.0478,13.5573,17.8844,1000.0478
0.0022,14.4655,13.5548,17.6778,1000.1063,13.5545,18.0246,1000.1063
0.0022,14.6165,13.5548,17.8467,1000.1063,13.5545,18.1972,1000.1063
0.0022,14.7675,13.5548,18.0157,1000.2819,13.5521,18.3704,1000.2819
0.0022,14.9185,13.5588,18.1424,1000.1063,13.5584,18.4995,1000.1063
0.0022,15.0695,13.5568,18.3219,1000.1063,13.5565,18.6826,1000.1063
0.0022,15.2205,13.5548,18.4592,1000.1648,13.5537,18.8229,1000.1648
0.0022,15.3715,13.5568,18.6387,1000.1063,13.5565,19.0062,1000.1063
0.0022,15.5225,13.5529,18.7655,1000.1063,13.5525,19.1353,1000.1063
0.0022,15.6735,13.5568,18.9344,999.9893,13.5580,19.3077,999.9893
0.0022,15.8245,13.5548,19.0928,999.9893,13.5561,19.4693,999.9893
0.0022,15.9756,13.5509,19.2512,1000.0478,13.5514,19.6310,1000.0478
0.0022,16.1266,13.5529,19.3885,999.9893,13.5541,19.7711,999.9893
0.0022,16.2776,13.5470,19.5469,999.9893,13.5482,19.9324,999.9893
0.0022,16.4286,13.5470,19.7158,1000.1063,13.5466,20.1054,1000.1063
0.0022,16.5796,13.5450,19.8531,1000.0478,13.5455,20.2452,1000.0478
0.0022,16.7285,13.5529,20.0115,999.9893,13.5541,20.4074,999.9893
0.0022,16.8771,13.5548,20.1805,999.9308,13.5569,20.5799,999.9308
0.0022,17.0258,13.5548,20.3178,1000.1063,13.5545,20.7207,1000.1063
0.0023,17.1744,13.5529,20.4656,999.9308,13.5549,20.8709,999.9308
0.0023,17.3231,13.5548,20.6240,1000.1648,13.5537,21.0337,1000.1648
0.0023,17.4717,13.5529,20.7613,999.9308,13.5549,21.1728,999.9308
0.0023,17.6204,13.5548,20.9302,1000.0478,13.5553,21.3460,1000.0478
0.0023,17.7690,13.5489,21.0886,1000.1063,13.5486,21.5075,1000.1063
0.0023,17.9177,13.5509,21.2153,999.9308,13.5529,21.6364,999.9308
0.0023,18.0663,13.5489,21.3737,999.8723,13.5518,21.7978,999.8723
0.0023,18.2150,13.5470,21.5216,999.9893,13.5482,21.9491,999.9893
0.0023,18.3636,13.5450,21.7011,999.9308,13.5471,22.1320,999.9308
0.0023,18.5123,13.5470,21.8384,1000.0478,13.5474,22.2728,1000.0478
0.0023,18.6585,13.5489,21.9862,999.9893,13.5502,22.4237,999.9893
0.0023,18.8019,13.5489,22.1341,999.9893,13.5502,22.5747,999.9893
0.0023,18.9453,13.5529,22.2925,1000.1063,13.5525,22.7372,1000.1063
0.0023,19.0887,13.5529,22.4403,1000.1063,13.5525,22.8882,1000.1063
0.0023,19.2321,13.5489,22.5987,1000.0478,13.5494,23.0495,1000.0478
0.0023,19.3755,13.5489,22.7360,1000.1063,13.5486,23.1899,1000.1063
0.0023,19.5189,13.5411,22.8838,999.9308,13.5431,23.3396,999.9308
0.0023,19.6623,13.5430,23.0000,1000.1063,13.5427,23.4590,1000.1063
0.0023,19.8057,13.5470,23.2006,1000.0478,13.5474,23.6640,1000.0478
0.0024,19.9491,13.5450,23.3168,1000.1063,13.5447,23.7827,1000.1063
0.0024,20.0925,13.5470,23.4857,1000.2819,13.5442,23.9561,1000.2819
0.0024,20.2359,13.5450,23.6124,1000.1063,13.5447,24.0847,1000.1063
0.0024,20.3793,13.5430,23.7708,1000.1063,13.5427,24.2463,1000.1063
0.0024,20.5226,13.5411,23.9187,1000.1063,13.5407,24.3971,1000.1063
0.0024,20.6583,13.5411,24.0560,1000.1063,13.5407,24.5373,1000.1063
0.0024,20.7939,13.5391,24.2143,1000.2819,13.5364,24.6996,1000.2819
0.0024,20.9295,13.5430,24.3305,1000.3404,13.5395,24.8187,1000.3404
0.0024,21.0651,13.5450,24.4889,1000.1063,13.5447,24.9798,1000.1063
