****Header****
date 01/15/25 06:21:04
****Body****

All possible value of one measure

Algorithm: SmartSweep_HL#1736329709
AlphaMC:	   0.0000
CalibAuthor: eng
CalibCheckAuthor: N/A
CalibValidity:	invalid
ClassBinID:	   2
ClassID:	N/A
ClassName:	TP545HG10-8000011181
Eff:	   0.2116
Emissivity:	   1.0000
FF:	   0.8008
Fcp:	   1.0270
FcsCC:	   1.0031
FcsMC:	   1.0013
Fcv:	   0.9998
FlashCountAtLastCalib:	1793620
FlashCountAtLastCalibCheck:	N/A
Gavg:	1000.5619
Gtgt:	1000.0000
InstID:	1736329709
InstName: New Sec Cal A8BC4CB
InstType: TP540HG10
InstComment: Silver
Ipmax:	  12.9363
Iref1:	  13.5672
Iref2:	N/A
Isc:	  13.5667
Ivrev1:	N/A
Ivrev2:	N/A
LTI:	   0.0015
LastCalibTime: 2025-01-14 17:38:01
LastCheckTime: N/A
MachStatus:	At Risk
MeasDate:	2025-01-15 06:21:03.807000
MeasStatus:	Ok
Mep: MepSmartSweep
Now: 2025-01-15 06:21:04.268000
Pmax:	 545.3422
Pref1:	   0.0000
Pref2:	N/A
RefDUTIsc:	  13.4160
RefDUTName: New Sec Cal A8BC4CB
RefDUTPmax:	 534.0300
RefDUTSnr:	A8BC4CB
RefDUTType:	Golden
RefDUTVoc:	  49.3210
RemFlashCountForCalib:	1595.0000
Rs:	   0.2747
Rsh:  534.2642
Snr: A8C7A2A
SortingRcpID:	1697254895
SortingRcpName:	TP540 30MM-AIKO-Short cable white tedler(Non DCR)
TempDUT:	  23.5491
TempMC:	  24.3927
TempTgt:   25.0000
Transmissivity:	   1.0000
UserDisplayName: 
UserName: 
UserRole: ENGINEER
Voc:	  50.1941
Vpmax:	  42.1558
Vref1:	N/A
Vrev1:	N/A
Vrev2:	N/A
sessionId: b452bc51-1b50-482b-8e35-4dfe4f86c785

-----------------------

IV curve data :

TimeOffset,Vimp,Iraw,Vraw,Graw,Current,Voltage,Irradiance
0.0024,20.6583,13.5116,24.0454,1000.6914,13.5108,24.3419,1000.6914
0.0024,20.7939,13.5116,24.2038,1000.6329,13.5116,24.5034,1000.6329
0.0024,20.9295,13.5077,24.3411,1000.6329,13.5076,24.6433,1000.6329
0.0024,21.0651,13.5096,24.4678,1000.5159,13.5112,24.7724,1000.5159
0.0024,21.2008,13.5077,24.6051,1000.7499,13.5061,24.9133,1000.7499
0.0024,21.3364,13.5136,24.7529,1000.5744,13.5143,25.0641,1000.5744
0.0024,21.4720,13.5116,24.8796,1000.3989,13.5148,25.1927,1000.3989
0.0024,21.6076,13.5077,25.0275,1000.4574,13.5100,25.3436,1000.4574
0.0024,21.7433,13.5096,25.1753,1000.2819,13.5144,25.4941,1000.2819
0.0024,21.8789,13.5077,25.3020,1000.2819,13.5124,25.6233,1000.2819
0.0024,22.0145,13.5077,25.4604,1000.3404,13.5116,25.7853,1000.3404
0.0024,22.1501,13.5018,25.5871,1000.3404,13.5057,25.9142,1000.3404
0.0024,22.2858,13.5077,25.7244,1000.3404,13.5116,26.0549,1000.3404
0.0024,22.4160,13.5077,25.8511,1000.1648,13.5140,26.1836,1000.1648
0.0024,22.5419,13.5096,25.9990,1000.2819,13.5144,26.3352,1000.2819
0.0024,22.6678,13.5077,26.1257,1000.0478,13.5156,26.4635,1000.0478
0.0025,22.7938,13.5037,26.2735,1000.1063,13.5109,26.6144,1000.1063
0.0025,22.9197,13.5077,26.4108,1000.2234,13.5132,26.7553,1000.2234
0.0025,23.0457,13.5077,26.5375,1000.1648,13.5140,26.8845,1000.1648
0.0025,23.1716,13.5037,26.6642,1000.1063,13.5109,27.0134,1000.1063
0.0025,23.2975,13.5037,26.7910,999.9308,13.5132,27.1421,999.9308
0.0025,23.4235,13.5077,26.9282,999.8723,13.5180,27.2824,999.8723
0.0025,23.5494,13.5037,27.0444,999.8723,13.5140,27.4007,999.8723
0.0025,23.6753,13.5057,27.1922,1000.0478,13.5136,27.5525,1000.0478
0.0025,23.8013,13.5116,27.3084,999.8723,13.5219,27.6709,999.8723
0.0025,23.9272,13.5057,27.4562,999.9893,13.5144,27.8219,999.9893
0.0025,24.0519,13.5057,27.5618,999.9893,13.5144,27.9297,999.9893
0.0025,24.1669,13.5037,27.6885,1000.0478,13.5117,28.0592,1000.0478
0.0025,24.2819,13.5037,27.8047,999.8138,13.5148,28.1769,999.8138
0.0025,24.3969,13.4998,27.9314,999.9893,13.5085,28.3067,999.9893
0.0025,24.5119,13.5077,28.0793,999.8723,13.5180,28.4578,999.8723
0.0025,24.6269,13.5057,28.1954,999.7553,13.5176,28.5759,999.7553
0.0025,24.7419,13.5077,28.3221,999.8138,13.5188,28.7056,999.8138
0.0025,24.8569,13.5057,28.4277,999.5798,13.5200,28.8124,999.5798
0.0025,24.9719,13.5018,28.5545,999.7553,13.5137,28.9422,999.7553
0.0026,25.0869,13.4998,28.6706,999.9893,13.5085,29.0615,999.9893
0.0026,25.2019,13.4998,28.7868,999.8138,13.5109,29.1795,999.8138
0.0026,25.3169,13.5037,28.8924,999.9893,13.5124,29.2883,999.9893
